cycle,offset,drift_filtered,drift_unfiltered
953,4,0.092216,9.766293
954,3,0.08268,-9.764957
955,9,0.168062,58.134465
956,0,0.081543,-88.594885
957,-3,0.052992,-29.236632
958,11,0.186788,137.007751
959,7,0.12957,-39.059448
960,-3,0.043737,-97.659111
961,13,0.244009,156.248474
962,5,0.14864,-78.126526
963,2,0.072349,-29.296875
964,4,0.100946,19.531822
965,5,0.129545,9.725545
966,4,0.119988,-9.787034
967,4,0.091379,0.0
968,5,0.139064,9.765148
969,6,0.148601,9.765816
970,2,0.063389,-38.361945
971,4,0.130378,19.77066
972,4,0.12561,0.0
973,6,0.163648,19.419361
974,3,0.077651,-29.466654
975,-1,0.087191,-39.060593
976,10,0.173021,107.420826
977,7,0.182559,-29.296875
978,6,0.125339,-9.765434
979,2,0.11533,-39.066315
980,-2,0.028772,-39.060593
981,14,0.219539,156.240845
982,0,0.076475,-136.726761
983,5,0.142696,48.470278
984,5,0.104168,0.0
985,-3,0.075561,-78.123474
986,13,0.180461,156.243897
987,6,0.151855,-68.357372
988,2,0.085097,-39.063263
989,2,0.123244,0.0
990,3,0.160842,9.774884
991,15,0.175955,115.120061
992,-4,0.04865,-188.95132
993,7,0.134477,107.419777
994,4,0.020045,-29.298878
995,-2,0.048657,-58.594894
996,11,0.086833,126.948166
997,4,0.000994,-68.36071
998,6,0.057963,19.530678
999,2,0.019816,-39.063263
1000,1,-0.008795,-9.765625
1001,16,0.171181,145.244689
1002,-1,-0.078192,-167.443143
1003,4,0.026184,48.614487
1004,2,-0.002565,-19.618422
1005,-2,-0.002565,-39.061737
1006,10,0.03559,117.193222
1007,7,0.083274,-29.296017
1008,3,-0.031161,-39.060593
1009,7,0.111903,39.0625
1010,2,-0.012068,-48.827171
1011,8,0.073768,58.597756
1012,2,0.063635,-58.593178
1013,5,-0.081605,29.298592
1014,4,0.070996,-9.765053
1015,-2,-0.043446,-58.594322
1016,11,0.079351,125.74358
1017,4,0.012649,-68.302678
1018,7,0.012949,29.605653
1019,4,0.04156,-29.297161
1020,10,0.089099,58.445923
1021,-4,-0.044766,-137.077508
1022,0,-0.025695,39.060593
1023,9,0.021993,87.890625
1024,5,0.060142,-39.064407
1025,0,0.002921,-48.828602
1026,12,0.079209,117.181778
1027,5,0.031446,-68.362045
1028,3,0.021969,-19.42936
1029,7,0.022969,39.198393
1030,-3,-0.023321,-97.823429
1031,8,0.042472,106.434446
1032,6,0.034789,-17.632797
1033,7,0.007447,11.059745
1034,0,0.007458,-68.35537
1035,3,-0.002456,28.90619
1036,3,0.035695,0.0
1037,7,0.073842,39.0625
1038,1,-0.011863,-58.596611
1039,5,0.045249,39.060593
1040,2,-0.002459,-29.297447
1041,10,0.093079,78.123474
1042,7,0.026563,-29.297733
1043,4,-0.040435,-29.296875
1044,4,0.102629,0.0
1045,4,0.007263,0.0
1046,6,0.016923,19.657758
1047,3,0.045535,-29.295731
1048,5,0.015733,18.307139
1049,-3,-0.037241,-83.545679
1050,12,0.077865,137.400385
1051,12,0.058792,0.0
1052,0,-0.038417,-114.191099
1053,-1,-0.07737,-10.589631
1054,3,-0.029447,39.306631
1055,5,-0.07717,19.488239
1056,9,0.065974,39.149286
1057,4,-0.029394,-48.830032
1058,5,-0.095566,9.760002
1059,6,0.048538,9.771159
1060,-3,-0.189878,-87.8932
1061,2,0.037988,48.371337
1062,10,0.02038,78.865908
1063,4,-0.036841,-58.59375
1064,7,0.010827,29.28029
1065,9,0.020402,19.502491
1066,1,-0.065648,-78.289377
1067,5,-0.056134,39.061356
1068,8,0.039235,29.294872
1069,0,-0.056101,-78.131104
1070,-4,-0.14197,-39.064407
1071,9,0.029117,126.951885
1072,6,0.000508,-29.296303
1073,5,-0.009024,-9.760287
1074,6,0.029393,9.771064
1075,0,-0.133798,-58.591461
1076,8,0.124254,78.125763
1077,9,-0.110396,9.766293
1078,4,0.004617,-48.803818
1079,5,-0.043013,9.7703
1080,2,-0.033922,-29.257161
1081,4,-0.091897,19.558754
1082,6,0.041855,19.465478
1083,5,-0.023786,-9.798446
1084,2,-0.042512,-29.296303
1085,1,-0.099732,-9.766006
1086,8,0.062395,68.36071
1087,4,-0.022285,-39.060211
1088,7,-0.023009,29.296589
1089,7,0.005603,0.0
1090,-3,-0.146985,-97.662926
1091,10,0.034213,126.951885
1092,4,0.024684,-58.587456
1093,4,-0.032537,0.0
1094,5,-0.013462,0.000106
1095,3,-0.109062,-19.774765
1096,6,0.053072,29.296017
1097,4,-0.042295,-19.531822
1098,7,-0.032759,29.295158
1099,-3,-0.099582,-97.666742
1100,7,-0.051987,97.65625
1101,7,0.02431,0.0
1102,2,-0.099653,-48.828602
1103,-1,-0.060924,-28.628686
1104,9,0.02241,99.991001
1105,8,0.098714,-9.76572
1106,7,0.012886,-9.765244
1107,3,-0.053874,-39.064789
1108,5,0.012884,19.531059
1109,0,-0.05126,-46.196631
1110,7,-0.018699,72.490783
1111,4,0.019451,-29.296017
1112,4,0.009938,0.0
1113,6,-0.009122,19.561624
1114,2,-0.104608,-39.061356
1115,7,0.066689,48.828125
1116,4,-0.019311,-29.296875
1117,5,0.018747,9.765816
1118,1,-0.028968,-39.0625
1119,5,-0.12441,38.960533
1120,5,0.022989,0.0
1121,7,0.061834,19.531822
1122,4,-0.014406,-29.240051
1123,6,-0.004742,19.569472
1124,2,-0.033579,-39.063263
1125,5,-0.014622,29.296589
1126,6,-0.005103,9.746589
1127,4,-0.005139,-19.568706
1128,2,-0.033751,-19.532204
1129,5,-0.091117,29.134699
1130,6,0.071081,9.819807
1131,5,-0.014745,-9.766197
1132,2,-0.014743,-29.296875
1133,6,-0.00544,38.82402
1134,3,-0.015153,-29.477366
1135,4,-0.023828,9.76553
1136,6,-0.004755,19.530869
1137,7,-0.014332,9.726018
1138,2,-0.033605,-49.030664
1139,5,-0.090819,29.296589
1140,4,0.071319,-9.765911
1141,4,-0.02405,0.0
1142,5,-0.004976,9.76572
1143,7,0.014089,19.522861
1144,1,-0.043158,-58.620656
1145,5,-0.01456,39.062881
1146,6,-0.014369,9.765053
1147,6,0.004901,0.0
1148,-8,-0.118426,-136.153659
1149,13,0.035081,206.017678
1150,2,0.007494,-106.377835
1151,6,0.055163,39.047247
1152,8,-0.030356,19.732623
1153,4,-0.039862,-39.063644
1154,5,0.007823,9.765816
1155,10,-0.011253,48.824787
1156,0,-0.030079,-97.400384
1157,0,0.035635,0.0
1158,6,-0.09044,59.337203
1159,5,0.011961,-9.76553
1160,4,-0.007336,-9.76572
1161,7,0.030728,29.281719
1162,4,-0.065136,-29.310901
1163,4,-0.027024,0.0
1164,2,-0.007914,-19.532013
1165,7,0.001617,48.823834
1166,4,-0.03651,-29.27629
1167,2,-0.017387,-19.481595
1168,6,-0.026795,39.193016
1169,6,-0.026795,0.0
1170,4,0.012546,-19.531441
1171,5,-0.01534,9.766197
1172,6,0.00392,9.765625
1173,2,-0.034225,-39.061356
1174,4,-0.015205,19.476472
1175,6,-0.005704,19.471732
1176,10,0.023108,39.292731
1177,2,-0.024577,-78.127289
1178,6,-0.034114,39.061356
1179,4,-0.004937,-18.950161
1180,3,0.004298,-10.074755
1181,4,-0.024311,9.766102
1182,6,0.004299,19.53125
1183,3,-0.02431,-29.295731
1184,5,-0.014844,19.45866
1185,7,-0.02431,19.603807
1186,4,0.004298,-29.296875
1187,-6,-0.110148,-97.661019
1188,12,0.013528,175.471091
1189,3,0.013378,-88.051422
1190,6,0.003969,29.296303
1191,8,0.023042,19.530678
1192,1,-0.053259,-68.358707
1193,4,-0.062796,29.296875
1194,9,0.003961,48.829079
1195,5,-0.024648,-39.062119
1196,-1,-0.025039,-58.597756
1197,4,-0.063771,48.827648
1198,5,0.011806,9.765911
1199,4,0.01188,-9.764957
1200,2,0.021214,-19.532394
1201,9,-0.056719,68.214818
1202,2,-0.047319,-68.504546
1203,4,-0.028247,19.530487
1204,11,0.057376,68.147081
1205,0,-0.076471,-107.762843
1206,2,-0.028878,19.438424
1207,8,-0.009675,58.726228
1208,0,-0.048015,-78.321569
1209,3,-0.028941,29.298019
1210,6,0.009206,29.297161
1211,8,-0.028494,19.529534
1212,1,-0.008736,-68.362045
1213,4,0.048426,29.296875
1214,7,-0.057082,28.967315
1215,3,-0.057525,-39.512417
1216,6,0.066456,29.297161
1217,4,-0.105203,-19.530678
1218,5,-0.01937,9.766388
1219,3,-0.009834,-19.531441
1220,5,-0.009835,19.530296
1221,5,-0.019333,0.0
1222,4,-0.019312,-9.76572
1223,2,-0.038385,-19.530678
1224,5,-0.01931,29.297733
1225,1,-0.066994,-39.062881
1226,9,0.046762,78.124237
1227,4,-0.020227,-48.825264
1228,8,0.017753,38.89159
1229,3,-0.049109,-49.047498
1230,7,0.017814,39.061737
1231,7,0.055959,0.0
1232,0,-0.115699,-68.356705
1233,9,-0.007374,81.628211
1234,4,-0.049485,-52.887107
1235,3,-0.020871,-9.765911
1236,6,0.045883,29.295445
1237,5,-0.116233,-9.765911
1238,10,0.064726,48.575759
1239,-2,-0.097648,-117.800662
1240,4,-0.040564,58.453325
1241,8,0.073926,39.114449
1242,2,-0.135938,-58.656187
1243,3,-0.064414,4.882932
1244,1,-0.04534,-19.532013
1245,7,0.011769,58.480102
1246,5,-0.01686,-19.540982
1247,-1,-0.186524,-58.616074
1248,9,0.092942,97.221412
1249,4,-0.059907,-49.097104
1250,8,0.006854,39.064026
1251,1,-0.002589,-68.264711
1252,4,-0.098415,28.822874
1253,4,-0.031656,0.0
1254,5,-0.041192,9.765911
1255,4,-0.012581,-9.765434
1256,6,0.016029,19.531059
1257,-4,-0.221062,-97.536235
1258,13,0.104777,166.215278
1259,6,-0.009413,-68.315344
1260,4,-0.009341,-19.544802
1261,3,0.01928,-9.753814
1262,4,-0.085618,9.777178
1263,4,-0.057009,0.0
1264,4,-0.018864,0.0
1265,5,-0.047571,9.666599
1266,6,0.00973,9.848433
1267,3,-0.076158,-29.351335
1268,4,-0.009402,9.765339
1269,6,-0.01894,19.531822
1270,5,-0.01894,-9.765148
1271,-3,-0.037689,-77.793769
1272,9,-0.045636,117.605551
1273,4,-0.026655,-48.865347
1274,7,-0.027112,29.136963
1275,4,-0.02727,-29.458841
1276,4,-0.084346,0.0
1277,3,0.040456,-9.279795
1278,6,0.033198,31.627887
1279,8,-0.033572,19.518098
1280,0,-0.065716,-71.979342
1281,5,0.034182,53.466786
1282,-3,-0.156476,-78.051826
1283,12,0.05079,143.877991
1284,3,-0.015932,-87.752655
1285,-1,-0.092439,-39.144305
1286,12,0.129403,129.342938
1287,2,-0.068251,-95.963764
1288,5,-0.021905,29.825224
1289,8,-0.004097,29.295445
1290,3,0.015011,-48.789056
1291,4,-0.00368,9.766483
1292,2,-0.022765,-19.542892
1293,4,-0.041861,19.508198
1294,4,0.015362,0.0
1295,7,0.005831,29.300881
1296,4,0.005831,-29.297733
1297,8,-0.032316,39.061737
1298,5,-0.032315,-29.297161
1299,5,-0.003705,0.0
1300,2,-0.032342,-29.32494
1301,5,-0.003748,29.281148
1302,8,0.005438,29.063572
1303,0,-0.042483,-78.366835
1304,4,-0.0224,38.871936
1305,7,0.087801,29.300309
1306,2,-0.094509,-49.284876
1307,7,-0.046778,48.876811
1308,7,0.064737,0.0
1309,4,0.045955,-29.822556
1310,2,-0.011174,-19.193674
1311,4,-0.010849,19.821213
1312,3,-0.058548,-9.694056
1313,7,0.027683,39.470698
1314,2,-0.029437,-48.731519
1315,6,-0.000758,39.13856
1316,8,0.104149,19.531441
1317,0,-0.019386,-78.128052
1318,9,-0.010608,87.854591
1319,-2,-0.0578,-106.918606
1320,6,-0.009706,78.528378
1321,9,-0.000143,29.295158
1322,2,0.009549,-68.364716
1323,4,-0.009523,19.531441
1324,2,-0.057204,-19.530296
1325,9,0.085855,68.361378
1326,7,0.104931,-19.531059
1327,3,-0.057195,-39.064407
1328,9,0.028595,58.552009
1329,0,-0.047766,-87.953326
1330,5,-0.009624,48.828125
1331,9,0.08574,39.061356
1332,-1,-0.085921,-97.655296
1333,4,-0.047778,48.825264
1334,6,0.018956,19.531059
1335,2,-0.028738,-39.06746
1336,11,0.085662,87.88805
1337,0,-0.038339,-107.418728
1338,7,0.009405,68.35537
1339,2,-0.028713,-48.830986
1340,5,0.028507,29.297447
1341,11,0.095264,58.593178
1342,-3,-0.105006,-136.71608
1343,6,0.018977,87.89835
1344,6,-0.009633,0.0
1345,1,-0.057317,-48.828602
1346,11,0.13342,97.651482
1347,4,-0.057317,-68.362045
1348,5,0.00942,9.751246
1349,1,-0.028784,-39.121717
1350,5,0.00936,39.060211
1351,10,0.076355,48.827648
1352,-7,-0.114272,-165.905453
1353,10,0.067038,166.12919
1354,7,0.009818,-29.297733
1355,4,0.076586,-29.296589
1356,12,0.057511,78.123474
1357,-1,-0.066452,-126.938249
1358,2,0.009847,29.302026
1359,4,0.056771,19.421058
1360,4,-0.040876,0.0
1361,11,0.035412,68.353367
1362,-2,-0.079037,-126.960564
1363,7,0.044937,87.884617
1364,1,-0.031362,-58.599473
1365,5,0.051774,38.935124
1366,10,0.028817,48.982151
1367,0,-0.037946,-97.661019
1368,3,-0.009334,29.298878
1369,4,-0.0189,9.765625
1370,6,0.038319,19.531441
1371,4,-0.028407,-19.499639
1372,5,0.009756,9.781864
1373,10,0.047882,48.806677
1374,3,0.019244,-68.387425
1375,4,-0.009267,9.765625
1376,6,0.009784,19.507627
1377,4,-0.028386,-19.554356
1378,2,-0.018893,-19.519051
1379,5,-0.010633,28.028215
1380,6,0.037511,10.235729
1381,3,-0.019625,-29.211011
1382,4,-0.019597,9.775744
1383,6,0.018624,19.569089
1384,2,-0.000275,-38.884406
1385,4,-0.009566,19.620346
1386,13,0.066672,87.88805
1387,1,-0.036041,-114.944731
1388,-1,-0.026884,-19.919525
1389,8,0.021039,87.896634
1390,-1,-0.033174,-84.991454
1391,16,0.125134,171.87342
1392,-2,-0.065617,-175.798418
1393,6,0.001172,78.118134
1394,2,0.010903,-39.065934
1395,8,0.039513,58.592606
1396,11,0.077657,29.2943
1397,-6,-0.084488,-166.036704
1398,4,-0.002392,93.831516
1399,5,-0.011515,10.180708
1400,-5,-0.049565,-97.582872
1401,22,0.169893,263.787797
1402,-7,-0.106147,-272.900081
1403,8,0.042387,152.098966
1404,0,0.099365,-77.808901
1405,10,-0.00596,98.165291
1406,10,0.097925,0.0
1407,-3,-0.064197,-126.965524
1408,1,-0.045322,39.060974
1409,6,0.04051,48.828602
1410,3,0.002363,-29.296875
1411,11,0.030973,78.121185
1412,-3,-0.007433,-136.728097
1413,9,0.107004,117.182923
1414,-1,-0.046314,-97.660065
1415,9,0.058589,97.655296
1416,2,0.004193,-65.467673
1417,5,0.00553,30.651654
1418,3,0.015081,-19.531441
1419,11,0.091368,78.118134
1420,-1,-0.004013,-117.202379
1421,15,0.10088,156.234743
1422,-4,-0.05174,-185.55956
1423,8,0.081691,117.152034
1424,0,-0.032899,-78.147132
1425,8,0.043194,77.919548
1426,6,0.043163,-19.563155
1427,7,0.043172,9.774884
1428,1,-0.023588,-58.596039
1429,5,0.052708,39.064789
1430,4,0.024151,-9.764957
1431,11,0.071892,68.35804
1432,-3,-0.099993,-136.717415
1433,6,0.061561,87.304051
1434,4,0.004216,-19.660464
1435,8,0.060876,39.069749
1436,1,0.004758,-67.539535
1437,-2,-0.033744,-29.659802
1438,11,0.07054,126.317835
1439,5,0.041641,-58.888191
1440,4,0.013101,-9.766006
1441,13,0.079776,87.87861
1442,-11,-0.120525,-234.404758
1443,11,0.184553,214.738897
1444,6,-0.034178,-48.50978
1445,5,0.042206,-9.834389
1446,2,-0.014992,-29.274005
1447,0,-0.053154,-19.546903
1448,9,0.099434,87.891483
1449,4,0.023138,-48.830509
1450,4,-0.024547,0.0
1451,15,0.11849,107.40719
1452,-6,-0.02397,-204.477074
1453,7,0.052699,127.337375
1454,4,0.028857,-14.648938
1455,4,0.038393,0.0
1456,4,0.057467,0.0
1457,3,-0.018685,-9.765434
1458,12,0.13404,87.886334
1459,-3,-0.028096,-146.497251
1460,4,-0.027889,68.359375
1461,9,0.125029,48.825264
1462,-2,0.07982,-26.85619
1463,-6,0.017701,-4.882795
1464,10,0.24678,156.254578
1465,4,0.189558,-29.297018
1466,2,0.141875,-19.529915
1467,3,0.13234,9.765911
1468,2,0.189563,-9.766102
1469,11,0.246777,87.883759
1470,1,0.123113,-97.66388
1471,6,0.209382,48.826218
1472,7,0.190308,9.766006
1473,3,0.171233,-39.063644
1474,3,0.161696,0.0
1475,8,0.228452,48.827171
1476,2,0.152161,-58.592033
1477,5,0.180771,29.296875
1478,8,0.218801,29.176919
1479,1,0.172969,-66.462216
1480,4,0.173934,30.285593
1481,4,0.212081,0.0
1482,4,0.135788,0.0
1483,6,0.202554,19.542701
1484,3,0.135961,-29.299164
1485,6,0.212467,29.294872
1486,3,0.14571,-29.297733
1487,-12,0.002659,-146.484375
1488,28,0.450861,390.602113
1489,0,0.237624,-136.726094
1490,3,0.317881,29.295731
1491,5,0.346492,19.531441
1492,3,0.29881,-19.531059
1493,6,0.336957,29.297447
1494,5,0.279984,-9.765434
1495,2,0.366412,-29.298019
1496,5,0.337938,29.295731
1497,13,0.376034,78.125
1498,3,0.337943,-97.661019
1499,-4,0.266418,-68.358707
1500,10,0.419012,136.724091
1501,-2,0.247466,-117.182923
1502,13,0.409602,146.485806
1503,7,0.409626,-58.590889
1504,3,0.276536,-39.062881
1505,2,0.314945,-9.766006
1506,5,0.305406,29.296017
1507,7,0.391048,19.432191
1508,1,0.305382,-58.899174
1509,3,0.323036,18.077952
1510,6,0.34461,31.857956
1511,0,0.296928,-58.592606
1512,9,0.363683,87.888908
1513,4,0.411249,-48.829079
1514,-5,0.163097,-87.892342
1515,15,0.42054,195.306778
1516,6,0.353796,-87.891483
1517,5,0.353784,-9.765816
1518,6,0.353773,9.765911
1519,4,0.3347,-19.530487
1520,6,0.353773,19.531059
1521,-3,0.258503,-87.890625
1522,10,0.372872,126.963044
1523,7,0.372928,-29.294586
1524,2,0.315705,-48.830986
1525,3,0.306049,9.644318
1526,4,0.325243,9.889534
1527,6,0.419686,18.915391
1528,4,0.285121,-20.188765
1529,2,0.313766,-19.532776
1530,7,0.332992,48.824311
1531,0,0.294999,-68.363381
1532,9,0.380826,87.886334
1533,7,0.370815,-19.53125
1534,4,0.311317,-29.297733
1535,4,0.292256,0.0
1536,2,0.342759,-20.264451
1537,7,0.33771,48.29658
1538,4,0.385005,-29.621731
1539,4,0.244499,0.0
1540,5,0.339732,9.766102
1541,-2,0.311201,-68.360043
1542,10,0.299327,117.184067
1543,7,0.364433,-29.295731
1544,2,0.287621,-48.830032
1545,5,0.287623,29.297733
1546,0,0.287586,-48.827648
1547,12,0.392488,117.186356
1548,0,0.297125,-117.194367
1549,5,0.325757,48.827171
1550,6,0.335294,9.765434
1551,-1,0.239922,-68.359375
1552,12,0.392512,126.954365
1553,2,0.258995,-97.660065
1554,4,0.306679,19.531631
1555,9,0.354357,48.822404
1556,-7,0.230389,-156.268313
1557,11,0.373456,175.78125
1558,5,0.287854,-58.592033
1559,4,0.354848,-9.765339
1560,4,0.316887,0.0
1561,-2,0.231053,-58.594322
1562,12,0.412694,136.71608
1563,5,0.29822,-68.344692
1564,3,0.279142,-19.53602
1565,8,0.355945,48.823834
1566,3,0.327066,-48.765739
1567,4,0.317259,9.779282
1568,4,0.326726,0.0
1569,4,0.288181,0.0
1570,5,0.345307,9.76553
1571,-2,0.240331,-68.356705
1572,12,0.35477,136.717415
1573,3,0.345236,-87.891483
1574,4,0.268977,9.76572
1575,8,0.411537,39.0625
1576,-6,0.201331,-136.722756
1577,11,0.334842,166.010761
1578,6,0.353921,-48.827171
1579,4,0.31579,-19.515622
1580,3,0.325317,-9.774311
1581,-3,0.201337,-58.59375
1582,15,0.39207,175.779533
1583,2,0.306246,-126.948166
1584,6,0.287215,39.063644
1585,6,0.373107,0.0
1586,-6,0.210976,-117.193222
1587,2,0.249125,78.125
1588,13,0.449398,107.425022
1589,3,0.306348,-97.658157
1590,5,0.306305,19.48672
1591,0,0.296667,-48.936608
1592,11,0.315746,107.425022
1593,2,0.335041,-87.660345
1594,12,0.3639,97.906754
1595,-1,0.287602,-126.960564
1596,-4,0.230379,-29.298878
1597,11,0.316202,146.475792
1598,10,0.440176,-9.766102
1599,0,0.258974,-97.652435
1600,1,0.268511,9.765911
1601,0,0.306659,-9.765339
1602,8,0.287595,78.130341
1603,5,0.32583,-29.209589
1604,9,0.354567,39.178045
1605,0,0.306938,-87.894058
1606,-2,0.24972,-19.530869
1607,15,0.356238,157.901581
1608,1,0.377498,-144.13524
1609,5,0.253408,39.061737
1610,7,0.301093,19.531441
1611,0,0.262948,-68.357372
1612,6,0.243877,58.595467
1613,5,0.358755,-9.30371
1614,12,0.394938,66.353227
1615,-2,0.241393,-137.808839
1616,11,0.365252,126.831743
1617,-2,0.168022,-133.610146
1618,4,0.350583,59.982005
1619,5,0.274295,9.765053
1620,4,0.321983,-9.766102
1621,0,0.245814,-39.062119
1622,8,0.274276,78.127289
1623,5,0.341039,-29.296303
1624,6,0.317195,4.882741
1625,-11,0.145527,-166.02211
1626,17,0.393477,273.43216
1627,5,0.298083,-117.182923
1628,0,0.240844,-48.830509
1629,8,0.269476,78.125
1630,2,0.27904,-58.59375
1631,7,0.315661,47.26568
1632,6,0.286747,-10.099888
1633,7,0.31538,9.765434
1634,0,0.267684,-68.360043
1635,5,0.28788,48.709206
1636,4,0.268324,-9.789621
1637,5,0.306387,9.765911
1638,5,0.296841,0.0
1639,10,0.301571,24.413347
1640,1,0.253709,-87.895775
1641,5,0.272576,38.94081
1642,8,0.215446,29.386987
1643,2,0.270472,-58.598328
1644,4,0.308999,19.531631
1645,9,0.270844,48.825741
1646,5,0.315697,-39.061356
1647,8,0.176463,29.298019
1648,2,0.290923,-58.592033
1649,5,0.243246,29.297161
1650,5,0.281396,0.0
1651,7,0.243249,19.529724
1652,4,0.186985,-28.320589
1653,2,0.329374,-20.229401
1654,5,0.26573,28.659317
1655,4,0.246034,-9.988014
1656,4,0.341329,0.0
1657,6,0.102796,19.529534
1658,5,0.359763,-9.766293
1659,7,0.2303,19.529724
1660,1,0.249062,-58.597183
1661,7,0.210415,58.590889
1662,4,0.181868,-29.232073
1663,2,0.286741,-19.575601
1664,9,0.315355,68.362045
1665,2,0.202202,-67.040176
1666,7,0.279455,49.809727
1667,5,0.184091,-19.530869
1668,5,0.317615,0.0
1669,3,0.184963,-18.652367
1670,7,0.320367,40.993267
1671,9,0.244073,19.530678
1672,5,0.26986,-39.062119
1673,6,0.249403,9.70318
1674,5,0.258877,-9.829362
1675,4,0.173053,-9.766102
1676,5,0.297045,9.765244
1677,6,0.154009,9.766102
1678,3,0.306609,-29.297161
1679,4,0.201739,9.765053
1680,6,0.287591,9.765625
1681,2,0.173348,-39.065552
1682,4,0.211526,19.530869
1683,8,0.240125,39.060974
1684,4,0.259199,-39.064407
1685,-2,0.16391,-58.511468
1686,12,0.30715,136.91262
1687,3,0.154566,-87.88805
1688,4,0.297592,9.741746
1689,6,0.231454,19.578859
1690,7,0.26019,9.765434
1691,5,0.202962,-19.532394
1692,2,0.240309,-29.296303
1693,5,0.297884,29.297447
1694,4,0.16499,-9.765816
1695,4,0.222498,0.0
1696,6,0.251109,19.531631
1697,2,0.127143,-39.0625
1698,5,0.384664,29.296303
1699,6,0.184494,9.765434
1700,5,0.22233,-9.766197
1701,2,0.203322,-29.298019
1702,4,0.250984,19.53125
1703,4,0.270072,0.0
1704,5,0.193778,9.765816
1705,4,0.231927,-9.765625
1706,3,0.22239,-9.76572
1707,8,0.165183,48.826695
1708,2,0.307647,-58.59375
1709,9,0.250051,68.359375
1710,0,0.178519,-87.89835
1711,-4,0.140397,-39.036958
1712,12,0.293081,156.349245
1713,7,0.254935,-48.827171
1714,3,0.130961,-39.063263
1715,6,0.302634,29.296017
1716,5,0.226364,-9.741651
1717,3,0.159562,-19.579625
1718,5,0.204863,19.532013
1719,7,0.228703,19.529915
1720,0,0.009349,-68.364716
1721,5,0.085643,48.828125
1722,6,0.114252,9.76572
1723,6,0.104715,0.0
1724,2,0.076084,-39.084256
1725,5,0.018863,29.29001
1726,6,0.123741,9.73075
1727,3,0.047341,-29.40744
1728,3,0.037804,0.0
1729,9,0.133172,58.593178
1730,0,0.04734,-87.891483
1731,5,0.047341,48.828602
1732,4,0.095023,-9.76572
1733,5,0.075899,9.713925
1734,3,0.02823,-19.636528
1735,8,0.140611,48.615905
1736,1,0.043986,-68.658415
1737,5,0.082132,39.061737
1738,6,0.091669,9.765911
1739,8,0.091634,19.506866
1740,0,0.04386,-78.219719
1741,4,0.0534,39.064026
1742,5,0.091548,9.76553
1743,4,0.225063,-9.76553
1744,4,-0.156385,0.0
1745,7,0.005746,29.296017
1746,2,-0.070549,-48.830509
1747,4,-0.070549,19.53125
1748,7,-0.022866,29.296303
1749,4,-0.080087,-29.296589
1750,-5,-0.156385,-87.894917
1751,11,0.024811,156.246948
1752,3,-0.07956,-77.580271
1753,6,-0.127042,29.503747
1754,6,-0.03167,0.0
1755,7,0.044624,9.765434
1756,2,-0.136583,-48.830986
1757,7,0.025537,48.827648
1758,4,-0.146126,-29.296875
1759,2,-0.107798,-19.343108
1760,4,-0.050657,19.44901
1761,5,-0.031448,9.903834
1762,2,-0.088654,-29.282577
1763,6,-0.069567,38.977617
1764,6,-0.012048,0.0
1765,3,-0.058313,-29.297161
1766,4,-0.079888,9.765339
1767,7,0.005941,29.295731
1768,4,-0.108343,-29.138095
1769,2,-0.079838,-19.639999
1770,7,0.053674,48.824311
1771,6,-0.146592,-9.765625
1772,3,-0.089372,-29.298592
1773,4,-0.070303,9.76105
1774,6,-0.060758,19.54041
1775,-4,-0.136948,-97.549555
1776,15,0.025366,185.74096
1777,1,-0.022323,-136.724091
1778,8,-0.079824,68.081464
1779,-4,-0.164412,-115.911791
1780,8,-0.000523,118.990957
1781,5,-0.038551,-29.296875
1782,4,-0.057746,-9.76572
1783,4,-0.076218,0.0
1784,5,-0.046966,9.76572
1785,6,-0.018354,9.765053
1786,1,-0.11372,-48.830032
1787,12,0.057946,107.422924
1788,3,-0.113707,-87.886334
1789,0,-0.122754,-28.795485
1790,6,-0.03616,59.374784
1791,3,-0.064893,-29.423303
1792,6,-0.016494,29.296589
1793,5,-0.073195,-9.765816
1794,6,-0.034731,9.765911
1795,2,-0.072877,-39.062119
1796,7,-0.034731,48.828602
1797,5,0.012955,-19.530296
1798,1,-0.139633,-39.065934
1799,4,-0.082466,29.243756
1800,4,-0.03478,0.0
1801,4,-0.063391,0.0
1802,9,0.034433,51.344718
1803,6,-0.108617,-29.297733
1804,3,-0.022779,-29.296303
1805,2,-0.08,-9.766388
1806,4,-0.070463,19.530678
1807,9,0.043977,48.827648
1808,1,-0.156296,-78.125763
1809,4,-0.032523,29.083577
1810,4,-0.051597,0.0
1811,4,-0.099275,0.0
1812,4,0.05333,0.0
1813,7,-0.089721,29.296589
1814,2,-0.080186,-48.828602
1815,2,-0.07065,0.0
1816,9,-0.003894,68.35804
1817,4,0.005646,-48.825741
1818,4,-0.127866,0.0
1819,7,-0.032513,29.297447
1820,2,-0.06112,-48.830509
1821,4,-0.089728,19.529724
1822,5,-0.032568,9.765911
1823,6,-0.032582,9.765339
1824,2,-0.070731,-39.064407
1825,5,-0.04212,29.297447
1826,6,-0.04212,9.76553
1827,4,0.005562,-19.530869
1828,2,-0.147026,-19.532394
1829,5,-0.032585,29.296589
1830,2,-0.070731,-29.296017
1831,6,-0.07073,39.063644
1832,4,0.043716,-19.530296
1833,7,-0.089794,29.296875
1834,-2,-0.127945,-87.894058
1835,15,0.05008,162.782236
1836,4,-0.047403,-109.597776
