cycle,offset,drift_filtered,drift_unfiltered
117,4,-0.121128,-58.592606
118,13,-0.006695,87.882043
119,-4,-0.197021,-165.595169
120,3,-0.149163,68.538083
121,14,-0.025362,107.241742
122,0,-0.159104,-136.95146
123,9,-0.043508,87.889767
124,-1,-0.167493,-97.662926
125,-3,-0.186567,-19.53125
126,11,-0.043005,136.720085
127,5,-0.119298,-58.59375
128,6,-0.063214,9.757145
129,-5,-0.102312,-0.001399
130,12,0.050092,165.826156
131,5,0.030947,-68.43757
132,-1,-0.073951,-58.588029
133,7,0.038661,76.250751
134,-1,-0.058634,-80.100125
135,8,0.01766,87.890625
136,8,-0.039558,0.0
137,11,0.160723,29.296017
138,-3,-0.144471,-136.732103
139,-1,-0.058806,19.530869
140,10,0.036535,107.418728
141,4,-0.0493,-58.5989
142,10,0.055331,58.586884
143,-3,-0.057046,-124.89552
144,-2,-0.104568,9.930487
145,11,0.048011,126.945687
146,6,0.048015,-48.828602
147,10,0.028942,39.059448
148,-3,-0.076804,-126.968004
149,12,0.055994,146.214506
150,-2,-0.030461,-136.974239
151,2,-0.058945,39.0625
152,17,0.05528,146.472932
153,-1,-0.059011,-175.782967
154,-7,-0.144847,-58.5989
155,12,0.083496,184.99226
156,6,0.016581,-58.756133
157,9,0.045195,29.301167
158,-2,-0.078795,-107.433416
159,4,-0.012044,58.588029
160,5,-0.002506,9.766102
161,4,0.026106,-9.76553
162,11,0.073788,68.357372
163,-2,-0.068863,-126.966764
164,-2,-0.059111,0.0
165,10,0.083917,117.186356
166,6,0.036288,-39.061737
167,8,0.026563,19.530678
168,3,-0.0687,-48.833371
169,2,0.007795,-9.765339
170,5,0.007796,29.298019
171,-4,-0.030354,-87.892342
172,17,0.103146,205.066109
173,-1,-0.058985,-175.788117
174,5,0.016933,58.208912
175,4,0.026407,-9.830908
176,6,0.026406,19.529724
177,9,0.055017,29.297733
178,3,-0.021025,-58.59375
179,-3,-0.049245,-58.593178
180,7,-0.001557,97.659111
181,4,0.074743,-29.297161
182,4,-0.03969,0.0
183,4,-0.020703,0.0
184,4,-0.020703,0.0
185,10,0.08403,58.419746
186,3,0.026609,-68.564936
187,9,0.036145,58.592033
188,-1,-0.040148,-97.655296
189,0,-0.040077,9.766197
190,7,0.016946,68.230111
191,4,0.026428,-29.353633
192,12,0.074107,78.11966
193,-3,-0.097519,-146.492959
194,4,0.055194,68.35537
195,7,0.026584,29.297447
196,2,-0.0211,-48.828125
197,10,0.064728,78.121185
198,4,-0.011567,-58.594322
199,-3,-0.059255,-68.363381
200,12,0.055182,146.481514
201,4,-0.001184,-77.185806
202,1,-0.01101,-29.656284
203,9,0.055749,78.126526
204,-2,-0.039625,-107.429219
205,6,0.027135,78.128052
206,2,-0.011011,-39.060974
207,5,-0.001938,28.820936
208,8,0.055764,29.788502
209,-2,-0.106361,-97.662926
210,0,0.02473,19.53125
211,11,0.060353,106.35315
212,9,0.022013,-19.72873
213,0,-0.035214,-87.895775
214,1,-0.006603,9.765816
215,7,0.031539,58.589745
216,11,0.022003,39.060974
217,11,0.069685,0.0
218,-4,-0.054312,-146.505836
219,3,-0.054309,68.356705
220,7,0.050485,38.947256
221,4,0.021788,-29.38526
222,4,-0.035431,0.0
223,4,0.021789,0.0
224,4,0.088545,0.0
225,7,-0.044977,29.296303
226,2,0.030747,-48.830986
227,15,0.050331,126.941968
228,-4,-0.092364,-185.561372
229,8,0.031601,117.184067
230,1,-0.007264,-68.361378
231,4,-0.018377,28.755188
232,5,-0.05634,9.953517
233,7,0.067595,19.485771
234,2,0.000728,-48.939481
235,2,-0.027881,0.0
236,5,0.00073,29.296875
237,9,0.038875,39.061356
238,-1,-0.056492,-97.65625
239,5,0.019784,58.596611
240,4,0.000699,-9.766006
241,7,0.010235,29.296589
242,4,0.000699,-29.295445
243,6,0.029309,19.531059
244,5,0.010236,-9.76553
245,2,-0.018375,-29.297161
246,5,0.010236,29.297447
247,6,0.019773,9.765339
248,7,-0.027913,9.766388
249,4,0.000697,-29.295445
250,2,0.000697,-19.531441
251,3,-0.037449,9.766102
252,5,0.010235,19.531059
253,4,0.019394,-9.765625
254,6,-0.019932,19.531441
255,3,0.00868,-29.295731
256,4,0.008831,9.765625
257,8,0.037283,39.061356
258,0,-0.134368,-78.129578
259,-2,0.027787,-19.530869
260,13,0.083404,144.836576
261,6,-0.012074,-69.149462
262,3,-0.02332,-29.296017
263,5,-0.032921,19.531059
264,8,0.060706,29.298019
265,3,-0.015588,-48.829556
266,9,0.070239,58.589173
267,-1,-0.128603,-97.408923
268,3,0.092935,39.163468
269,5,0.007433,19.531822
270,10,0.016233,48.196487
271,-2,-0.032974,-118.746042
272,5,0.024244,68.356705
273,6,0.033781,9.766006
274,2,-0.013667,-39.062881
275,4,-0.004118,19.531441
276,10,0.052998,58.486943
277,-1,-0.061634,-107.618405
278,4,0.024198,48.828125
279,5,0.033734,9.765434
280,8,0.110024,29.296017
281,4,0.110025,-39.06517
282,4,0.100489,0.0
283,12,0.146237,76.14334
284,-5,-0.020216,-170.448279
285,6,0.045703,105.986299
286,7,0.132824,9.899128
287,0,0.056527,-68.362713
288,5,0.084953,48.640025
289,3,0.046732,-19.607266
290,6,0.084317,28.720777
291,4,0.083927,-19.931237
292,4,0.083927,0.0
293,6,0.071916,19.323671
294,2,0.061963,-39.487843
295,3,0.081037,9.765434
296,12,0.09057,87.889767
297,2,0.052423,-97.655296
298,-3,0.014275,-48.828602
299,9,0.081796,117.193222
300,6,0.101654,-29.296875
301,3,0.206556,-29.294872
302,6,-0.041409,29.298592
303,3,0.073028,-29.296589
304,4,0.06349,9.765244
305,11,0.130245,68.356705
306,-2,0.006256,-126.964284
307,4,0.083054,58.593178
308,-2,-0.01213,-58.405529
309,11,0.125099,120.992136
310,4,0.092791,-72.149328
311,1,0.073718,-29.295445
312,10,0.018048,87.895775
313,4,0.08618,-58.592033
314,2,0.057569,-19.532394
315,9,0.152819,68.35537
316,-1,0.019156,-97.660065
317,4,-0.019007,48.826218
318,6,0.123865,19.348722
319,4,0.047893,-19.718032
320,4,0.047893,0.0
321,6,0.124254,19.531441
322,5,0.067885,-9.765148
323,2,0.048986,-29.29945
324,5,0.068059,29.296875
325,7,0.096669,19.529724
326,1,0.096663,-58.596039
327,4,0.003336,29.296875
328,8,0.089978,39.062119
329,5,0.013685,-29.297447
330,2,0.117452,-29.298306
331,4,0.098044,19.531059
332,7,0.050361,29.296017
333,1,0.050357,-58.597756
334,5,0.07899,39.061356
335,8,0.098038,29.295158
336,0,0.069423,-78.131104
337,-1,-0.015388,-9.76572
338,11,0.108719,117.186356
339,5,0.051498,-58.594894
340,3,0.099779,-19.531441
341,6,0.157,29.296589
342,4,0.005145,-19.531441
343,2,0.053094,-19.531631
344,16,0.147535,135.384734
345,-2,0.070657,-177.513042
346,4,0.078681,57.044523
347,4,-0.00715,0.0
348,4,0.040533,0.0
349,3,0.05007,-9.765434
350,5,0.164521,19.531631
351,6,0.107304,9.765244
352,2,-0.016681,-39.064026
353,5,0.069148,29.296875
354,10,0.078684,48.826218
355,-1,0.050072,-107.42712
356,6,0.164513,68.358707
357,3,-0.016249,-29.297447
358,3,0.031572,0.0
359,3,0.060181,0.0
360,9,0.117399,58.591461
361,7,0.08917,-19.531441
362,2,0.071963,-48.18952
363,3,0.053018,9.897364
364,8,0.062557,48.826695
365,0,0.062561,-78.125763
366,5,0.157924,48.825741
367,4,0.015028,-9.596008
368,4,0.024564,0.0
369,4,0.053175,0.0
370,4,0.129472,0.0
371,8,0.158081,39.060211
372,1,-0.01359,-68.362045
373,5,0.081776,39.0625
374,8,0.024563,29.296017
375,-2,0.090905,-97.661019
376,4,0.081196,58.595467
377,10,0.033684,58.590317
378,5,0.119741,-48.830032
379,2,0.005301,-29.296589
380,5,0.129285,29.297161
381,11,0.205576,58.590317
382,-3,-0.061463,-136.728097
383,10,0.11973,126.948166
384,0,0.014829,-97.661019
385,3,0.043441,29.296875
386,4,-0.108961,9.766197
387,6,-0.023119,19.46472
388,3,0.005388,-29.39649
389,5,-0.050002,19.531059
390,4,0.018684,-9.765816
391,6,-0.048074,19.530869
392,7,-0.038538,9.765244
393,10,-0.038538,29.295445
394,-1,-0.009921,-107.42817
395,0,-0.019457,9.765911
396,7,-0.057598,68.362713
397,3,-0.037343,-37.857636
398,5,-0.074856,20.173492
399,5,0.047113,0.0
400,3,0.018523,-19.344979
401,7,-0.066929,39.443064
402,3,-0.057391,-39.0625
403,6,-0.066926,29.296017
404,4,0.037992,-19.532394
405,0,-0.142943,-39.0625
406,7,0.056687,67.446476
407,2,-0.029798,-49.498089
408,15,-0.049704,126.089951
409,-3,-0.050889,-176.996372
410,3,0.063556,58.592033
411,-2,-0.163836,-47.856965
412,10,0.010361,119.621994
413,9,-0.027789,-9.764576
414,0,-0.008714,-87.900926
415,1,-0.056392,9.765625
416,9,0.010362,78.121948
417,6,-0.008711,-29.296017
418,9,-0.046857,29.295731
419,0,-0.007778,-86.949801
420,4,0.030789,39.492911
421,3,-0.093188,-9.765911
422,4,-0.045505,9.765625
423,7,-0.036061,29.200775
424,6,0.002059,-9.797966
425,-3,-0.074178,-87.832299
426,11,0.030815,136.810937
427,3,0.040352,-78.126526
428,10,-0.093603,67.895906
429,2,0.001248,-78.660413
430,2,-0.055597,0.0
431,3,-0.036579,9.643481
432,10,0.011961,69.234954
433,2,-0.088344,-73.414701
434,6,0.008174,40.240639
435,6,0.065394,0.0
436,2,-0.068507,-39.455514
437,1,-0.049516,-9.851052
438,2,-0.039924,9.822314
439,5,-0.010518,30.112017
440,9,0.027628,39.061356
441,6,-0.058033,-29.297161
442,1,-0.03876,-48.829556
443,5,-0.057833,39.062119
444,4,0.027997,-9.766102
445,4,0.018459,0.0
446,6,-0.029098,19.531631
447,5,-0.009969,-9.76553
448,3,-0.105331,-19.53125
449,6,0.066219,29.174365
450,2,-0.038841,-39.22607
451,8,-0.010233,58.591461
452,3,-0.010234,-48.828602
453,3,-0.086524,0.0
454,5,-0.010231,19.530106
455,3,0.037456,-19.531822
456,15,0.008839,117.177201
457,-1,-0.068381,-156.259156
458,2,-0.010809,29.298019
459,7,-0.039418,48.830032
460,1,0.008274,-58.592606
461,5,-0.029877,39.061737
462,7,0.027075,19.258546
463,1,-0.059114,-59.43713
464,-1,-0.107277,-19.530296
465,8,0.073937,87.900067
466,4,0.016718,-39.060593
467,7,-0.058532,29.297161
468,5,-0.058322,-19.514289
469,5,0.027513,0.0
470,0,-0.029705,-48.826218
471,9,-0.001092,87.889767
472,9,-0.039237,0.0
473,5,-0.077383,-39.060974
474,0,0.018001,-48.832894
475,3,-0.034508,14.587963
476,6,-0.043699,29.535408
477,5,-0.024485,-9.710152
478,3,-0.043581,-19.554547
479,5,-0.024539,19.499829
480,7,-0.005403,19.59478
481,0,-0.100961,-68.554863
482,6,0.002135,56.739198
483,3,-0.151417,-30.295074
484,4,0.039093,9.520455
485,4,-0.075345,0.0
486,5,0.000975,9.790292
487,5,-0.027106,0.0
488,8,-0.008217,29.296017
489,4,-0.065393,-39.062881
490,4,-0.017601,0.0
491,3,-0.027138,-9.76572
492,7,-0.017601,39.062119
493,1,-0.112967,-58.593178
494,6,0.030088,48.831463
495,3,-0.055746,-29.296875
496,5,-0.027136,19.530106
497,6,-0.046209,9.766102
498,2,-0.055746,-39.061356
499,4,-0.055746,19.531441
500,8,-0.008062,39.0625
501,1,-0.04621,-68.360043
502,1,-0.07482,0.0
503,7,-0.027136,58.594322
504,10,-0.008063,29.297447
505,5,-0.027136,-48.826218
506,7,0.011012,19.531631
507,0,-0.063782,-66.822586
508,4,-0.044109,39.675848
509,4,-0.034572,0.0
510,6,-0.034688,19.412575
511,4,-0.025408,-19.792966
512,3,-0.044482,-9.765816
513,3,-0.082628,0.0
514,5,0.012743,19.530678
515,6,0.041354,9.766197
516,2,-0.138233,-39.060211
517,7,-0.023019,48.829556
518,3,-0.032557,-39.063263
519,5,-0.032557,19.531059
520,8,-0.032559,29.296017
521,6,-0.003947,-19.531059
522,0,-0.118386,-58.596039
523,4,0.012836,36.962769
524,5,-0.015298,10.353896
525,4,-0.043909,-9.76572
526,6,-0.071903,19.531059
527,2,0.006093,-38.878359
528,5,-0.032086,29.261156
529,6,-0.032029,9.823955
530,3,-0.022494,-29.298878
531,6,-0.012958,29.296589
532,3,-0.098142,-28.741964
533,4,0.016464,9.738236
534,3,-0.040973,-9.986718
535,3,-0.050509,0.0
536,9,-0.021903,58.588601
537,4,-0.031442,-48.832417
538,2,-0.050514,-19.530296
539,8,-0.067655,58.591461
540,1,0.032039,-68.362045
541,6,-0.02378,48.827648
542,2,-0.071596,-39.064026
543,5,0.023775,29.296875
544,4,-0.033262,-9.76572
545,6,0.004959,19.531059
546,4,-0.042162,-19.531441
547,2,-0.041772,-19.531822
548,7,0.005911,48.827171
549,4,-0.041571,-29.297161
550,4,-0.003008,0.0
551,5,-0.003056,9.716379
552,8,-0.060131,29.44554
553,3,-0.01245,-48.830032
554,3,0.035235,0.0
555,3,-0.079212,0.0
556,6,-0.021991,29.297161
557,4,-0.012455,-19.530106
558,3,-0.050605,-9.766388
559,6,0.006615,29.296589
560,6,-0.002921,0.0
561,1,-0.117361,-48.829556
562,4,0.035108,29.163872
563,4,-0.022112,0.0
564,5,0.044461,9.76553
565,4,-0.083232,-9.76572
566,6,0.0063,19.531059
567,1,-0.012775,-48.828125
568,10,-0.012779,87.891483
569,4,-0.012782,-58.594894
570,4,0.006293,0.0
571,3,-0.069998,-9.76572
572,6,0.053983,29.296303
573,2,-0.031846,-39.0625
574,5,-0.022129,29.298306
575,6,0.006663,9.76553
576,2,-0.031483,-39.061737
577,5,-0.021945,29.297733
578,7,0.006664,19.530487
579,1,-0.021949,-58.598328
580,7,0.006656,58.588029
581,1,-0.069639,-58.596039
582,5,0.025734,39.06517
583,3,-0.021949,-19.530106
584,11,0.016196,78.122711
585,5,-0.012417,-58.597183
586,0,-0.031488,-48.827648
587,5,-0.002879,48.827171
588,6,-0.021951,9.765816
589,2,-0.002875,-39.063263
590,-1,-0.069631,-29.296589
591,10,0.006668,107.425022
592,2,0.006674,-78.125
593,5,0.044822,29.297733
594,3,-0.088691,-19.531059
595,6,-0.00286,29.296303
596,3,-0.012397,-29.297733
597,3,-0.041007,0.0
598,7,0.016213,39.0625
599,3,-0.002857,-39.059448
600,11,-0.058768,78.131104
601,4,0.048628,-67.539535
602,2,-0.026387,-19.770269
603,4,-0.007312,19.532967
604,5,0.002224,9.764862
605,6,0.021297,9.76553
606,2,-0.035925,-39.063644
607,5,-0.016849,29.298878
608,6,0.030836,9.765434
609,4,-0.016846,-19.529915
610,3,-0.074065,-9.766102
611,5,0.04973,19.339554
612,3,-0.03629,-19.7262
613,4,0.001858,9.766197
614,6,0.020931,19.530487
615,4,0.001856,-19.532394
616,8,-0.017216,39.061356
617,6,-0.017215,-19.530487
618,-1,-0.036914,-68.361378
619,8,0.038938,87.569934
620,1,-0.07575,-68.613325
621,5,0.038692,39.062881
622,4,-0.018526,-9.765625
623,5,0.000382,9.765148
624,6,0.009918,9.76553
625,2,-0.027869,-38.694075
626,5,0.001019,29.581131
627,6,-0.027589,9.765244
628,2,0.001023,-39.0625
629,-4,-0.094343,-58.592606
630,6,-0.027581,97.660065
631,7,0.077327,9.765434
632,13,0.077325,58.592606
633,4,-0.06573,-87.897492
634,5,-0.008508,9.765148
635,-5,-0.075266,-97.657204
636,10,0.039177,146.487236
637,6,-0.056187,-39.062881
638,6,0.077336,0.0
639,1,-0.094324,-48.83194
640,-2,-0.027562,-29.296303
641,10,0.058273,117.192078
642,5,0.001053,-48.827648
643,4,-0.027493,-9.765816
644,7,0.029824,29.295445
645,-4,-0.094159,-107.42712
646,10,0.048874,136.700061
647,5,-0.016343,-47.251387
648,10,0.023453,50.515766
649,4,-0.062377,-58.594322
650,-4,-0.033763,-78.127289
651,13,0.118821,166.012383
652,0,-0.071926,-126.963044
653,6,0.022262,58.591461
654,5,-0.006975,-9.76572
655,-5,-0.102345,-97.658157
656,13,0.088208,175.78125
657,3,-0.045679,-97.657204
658,6,0.021079,29.296875
659,8,0.011542,19.530487
660,-8,-0.121979,-156.25763
661,11,0.097372,185.552311
662,3,-0.044789,-78.125763
663,7,0.041695,39.061737
664,10,-0.052831,29.294586
665,-4,-0.013511,-136.732103
666,10,0.062785,136.71875
667,2,0.033225,-78.125763
668,-3,-0.131201,-48.750999
669,16,0.059814,185.835428
670,-8,-0.083225,-234.372711
671,14,0.117047,214.84375
672,3,-0.064155,-107.429219
673,6,-0.006937,29.295158
674,9,-0.006938,29.294872
675,-2,-0.026121,-106.593279
676,6,0.011986,78.514506
677,5,0.011959,-9.793744
678,-8,-0.121563,-126.960564
679,20,0.116934,273.421479
680,-4,-0.102384,-234.379578
681,12,0.135759,156.026017
682,2,-0.093357,-97.803337
683,6,0.021084,39.060974
684,7,-0.035684,9.765244
685,-7,-0.09239,-136.726761
686,13,0.098343,195.310593
687,4,0.003237,-87.74581
688,3,-0.073928,-9.781673
689,11,0.074057,78.121948
690,-11,-0.175067,-214.862634
691,12,0.043729,224.047069
692,5,0.015336,-68.52936
693,6,0.034493,9.765625
694,8,0.043975,19.531631
695,-8,-0.138021,-156.251526
696,16,0.052704,234.363556
697,7,-0.004518,-87.892342
698,0,-0.023591,-68.36071
699,8,0.014552,78.121185
700,-7,-0.118971,-146.494389
701,12,0.06041,183.686689
702,6,-0.016472,-59.195533
703,2,-0.045082,-39.062119
704,11,0.059819,87.887192
705,-7,-0.140336,-175.784683
706,9,0.050567,156.259156
707,6,-0.03526,-29.295731
708,3,-0.016186,-29.296589
709,2,-0.025681,-9.722803
710,8,0.012144,58.262043
711,3,-0.016953,-49.326204
712,9,-0.074164,58.593178
713,4,0.030749,-48.828602
714,8,0.040284,39.061356
715,-6,-0.140925,-136.728097
716,11,0.074048,161.540143
717,-2,-0.091616,-130.578463
718,9,-0.005525,107.415581
719,6,0.02391,-29.294872
720,-6,-0.07147,-117.20009
721,14,0.033417,195.304871
722,1,-0.05242,-126.958084
723,5,-0.042885,39.061737
724,13,0.052462,78.120423
725,-12,-0.185982,-244.166854
726,13,0.100116,244.138241
727,5,-0.055907,-71.877162
728,3,-0.076626,-21.216332
729,17,0.096037,137.745113
730,-10,-0.113777,-263.682175
731,11,0.072252,205.082131
732,3,-0.031815,-77.029733
733,4,-0.012659,9.906188
734,14,0.101798,97.648621
735,-6,-0.10769,-195.015406
736,7,-0.002648,127.158018
737,3,0.026171,-39.044198
738,4,-0.019697,9.770491
739,3,0.000411,-9.704592
740,0,-0.037678,-29.48287
741,12,0.076764,117.188644
742,2,-0.028165,-97.657204
743,4,-0.009091,19.531631
744,17,0.086261,126.93701
745,-8,-0.114033,-244.164469
746,9,0.048091,166.015625
747,3,0.000408,-58.593178
748,3,-0.037738,0.0
749,4,0.028905,9.649064
750,6,0.000524,19.769879
751,3,0.000523,-29.298306
752,7,0.019596,39.060974
753,2,-0.037624,-48.827171
754,10,0.076816,78.125
755,-1,-0.047162,-107.421875
756,-1,-0.085309,0.0
757,9,0.076819,97.659111
758,3,0.019598,-58.59375
759,10,0.029131,68.356037
760,2,-0.075778,-78.129578
761,7,0.019586,48.826218
762,0,-0.06625,-68.364716
763,8,0.075299,78.124237
764,3,-0.010763,-48.45149
765,2,-0.020374,-9.842326
766,5,-0.010723,29.296017
767,5,0.008607,0.0
768,4,0.008607,-9.765625
769,10,0.065827,58.593178
770,-2,-0.067688,-117.188644
771,7,0.008603,87.888908
772,2,-0.000785,-48.673643
773,5,-0.019767,29.391594
774,12,0.08513,68.351365
775,-4,-0.086554,-156.272892
776,7,-0.010259,107.421875
777,8,0.018351,9.764862
778,0,0.001661,-75.685904
779,11,0.072873,109.883523
780,-2,-0.06227,-128.032146
781,6,0.023674,78.241139
782,9,0.031673,27.722077
783,-2,-0.041578,-113.888141
784,12,0.063356,136.71341
785,-2,-0.079762,-136.728097
786,3,-0.003465,48.829079
787,-12,-0.175126,-146.484375
788,24,0.196238,351.535036
789,7,0.024599,-166.020489
790,-4,-0.070561,-107.430268
791,6,0.024805,97.654343
792,5,-0.041947,-9.765244
793,9,0.043887,39.061356
794,9,0.062959,0.0
795,-21,-0.275039,-287.518809
796,20,0.190314,408.159202
797,5,-0.000422,-146.485806
798,5,0.037726,0.0
799,10,0.056796,48.823834
800,-1,-0.038579,-107.429219
801,3,-0.019502,39.065552
802,7,0.037541,38.880627
803,5,0.037453,-19.621694
804,7,0.008843,19.530678
805,-2,-0.048384,-87.897492
806,6,0.027909,78.123474
807,0,-0.0388,-58.59375
808,11,0.037344,107.417679
809,4,0.018268,-68.364048
810,5,0.027805,9.765339
811,2,-0.000806,-29.297733
812,6,0.008498,38.824774
813,6,0.02757,0.0
814,16,0.132464,97.644807
815,-7,-0.115512,-224.631312
816,2,-0.029747,87.823728
817,3,0.027483,9.77412
818,6,0.027611,29.2943
819,5,0.018074,-9.76553
820,2,-0.020076,-29.299736
821,4,0.008535,19.53125
822,9,0.03714,48.823357
823,-2,-0.020086,-107.42817
824,11,0.017175,126.047161
825,3,-0.002449,-78.689815
826,4,0.007088,9.765816
827,4,0.016625,0.0
828,4,-0.011985,0.0
829,6,0.045282,19.578284
830,3,-0.01194,-29.296589
831,3,-0.021477,0.0
832,10,0.083424,68.356705
833,-2,-0.05963,-117.189789
834,-1,-0.069166,9.765434
835,11,0.102502,117.189789
836,6,-0.002399,-48.830032
837,1,0.007247,-48.718698
838,7,0.026444,58.722205
839,3,0.007369,-39.062119
840,9,-0.011701,58.594322
841,7,0.02645,-19.530678
842,1,0.01691,-58.596611
843,2,-0.021236,9.765816
844,5,-0.002161,29.298592
845,5,0.035986,0.0
846,3,0.045522,-19.532013
847,4,-0.049848,9.765816
848,7,0.055055,29.296303
849,2,-0.021239,-48.828125
850,5,0.026446,29.298878
851,8,0.026444,29.294586
852,0,-0.021243,-78.129578
853,5,0.026042,48.419585
854,4,-0.021723,-9.848336
855,3,0.006963,-9.685699
856,9,-0.011641,59.081286
857,5,0.016167,-39.064407
858,5,0.035474,0.0
859,0,-0.031286,-48.829079
860,7,0.025932,68.356037
861,6,0.006858,-9.766197
862,1,-0.002677,-48.828125
863,5,0.006856,39.060974
864,4,-0.012218,-9.766102
865,3,-0.002682,-9.765434
866,11,0.08295,77.921825
867,-2,-0.060245,-127.292489
868,7,0.044681,87.718443
869,1,-0.02219,-58.710138
870,6,0.006419,48.826218
871,6,0.025494,0.0
872,8,0.006018,19.118631
873,3,-0.02353,-49.787904
874,3,0.043229,0.0
875,4,-0.032752,9.765434
876,5,0.043791,9.765911
877,2,-0.022797,-29.123103
878,10,0.063494,78.596271
879,0,-0.041407,-97.653389
880,4,-0.013433,38.411308
881,7,0.053364,29.706206
882,3,-0.013423,-38.808953
883,-6,-0.109631,-88.752145
884,14,0.119252,195.314407
885,4,0.081097,-97.66388
886,4,-0.014274,0.0
887,7,0.004798,29.295158
888,4,-0.081029,-29.294014
889,3,-0.00473,-9.767056
890,11,0.062019,78.115846
891,-4,0.015691,-145.097167
892,5,-0.040691,88.752145
893,3,-0.021617,-19.530869
894,5,-0.01208,9.765673
895,5,0.035607,0.0
896,6,0.073754,9.765816
897,2,-0.077812,-38.011613
898,6,0.009101,40.171936
899,5,0.009101,-9.766102
900,3,-0.038582,-19.532013
901,3,0.066327,0.0
902,4,-0.057632,9.765434
903,3,-0.021023,-9.763909
904,11,0.00595,78.136446
905,3,-0.010221,-75.15336
906,5,0.085934,20.335123
907,1,-0.114335,-39.063263
908,5,0.0478,39.063263
909,13,0.066875,78.124237
910,1,-0.038029,-117.1875
911,3,0.076415,19.532776
912,6,-0.066637,29.296303
913,5,0.019403,-9.552376
914,-5,-0.106515,-99.643277
915,4,-0.039556,88.097103
916,10,0.170098,58.42771
917,1,-0.097183,-88.143694
918,9,0.055408,78.127289
919,9,0.017262,0.0
920,6,-0.039958,-29.298306
921,1,0.046453,-48.24718
922,5,-0.048449,39.539366
923,4,0.01831,-9.764957
924,10,0.123142,58.597183
925,6,-0.096482,-39.059067
926,2,0.094247,-39.066697
927,7,-0.070268,46.380038
